x,y,token
-25.216684,46.37068,compassion
-7.38732,43.262444,entirely
34.721985,24.328753,when
-16.128971,57.73626,obliged
-5.34941,52.57817,selfishness
-21.220108,47.435387,able
-35.081844,32.915585,suppose
-25.290947,41.625496,feel
-20.135784,52.855816,differently
-20.085878,55.246273,disposed
-25.423548,38.40405,done
-19.931402,32.90978,sad
-25.898643,-10.020886,thing
-17.811243,45.25741,deal
-19.549644,47.507324,happier
26.603605,28.527412,if
14.001646,53.897816,spent
-29.324587,-5.288334,rest
31.106634,40.542294,smiled
-28.090738,32.339806,cheerfully
-32.6148,-22.84738,keep
-21.28865,-11.933304,thoughts
19.463331,52.86667,tea
-33.11427,32.733833,say
-17.563616,29.526768,exactly
37.25368,39.799866,said
37.724617,39.14921,""""
-34.890373,28.279325,Poor
-30.760563,31.504963,!--
-49.325535,6.630189,What
-31.067337,35.807255,pity
-17.866266,25.530859,is
-39.21272,19.798828,"!"""
-38.26788,33.823997,cannot
-32.574024,33.24417,agree
-30.500118,20.415056,you
-35.075485,30.574446,papa
-35.100933,33.13972,know
-26.163578,29.307232,good
-18.47255,43.478172,humoured
-20.448355,55.244804,thoroughly
-32.463123,30.630898,deserves
-35.210144,-49.98718,wife
-15.961314,53.758068,;--
-26.697136,-13.774084,live
-46.519466,10.124371,us
-30.20067,17.179869,my
-23.657137,31.842207,odd
-14.584141,27.095907,humours
-39.194206,34.267464,might
-37.38842,19.557846,"?"""
-34.564014,-11.302301,But
23.841702,5.056175,where
-10.630119,53.805653,advantage
-37.485157,19.512846,?
-26.873034,8.474037,This
12.206549,-56.46095,three
4.454699,-18.671507,times
-34.531555,-11.269836,And
-36.348152,26.839657,dear
-38.70569,20.756556,"."""
-22.063757,30.580614,often
-47.25743,10.463254,we
-38.37563,33.224136,shall
-19.008753,12.246509,see
-26.642263,26.019295,coming
-47.520412,10.496207,We
14.182738,51.148426,meeting
-39.24529,19.767786,!
-27.80505,25.180147,begin
-28.524601,25.992788,go
-31.629393,44.99654,pay
-46.877773,2.286253,My
-35.60755,24.543453,am
-28.516272,25.968307,get
9.772034,1.0924149,far
12.734372,53.16304,Randalls
46.867214,-7.732458,distance
-24.39492,-0.7906356,walk
-35.9105,29.079062,No
-23.90654,27.573462,nobody
-30.25047,17.53786,your
54.77185,22.935663,walking
14.228829,50.822086,carriage
-30.232794,25.325747,sure
-31.4755,-52.77092,James
-38.299168,33.21592,will
49.333675,12.811136,like
-8.422016,-28.104883,put
12.80678,-51.01636,horses
29.775612,29.638472,are
-20.543324,22.21446,poor
18.782146,-7.5503864,while
-15.508945,56.935017,paying
-46.491543,10.076992,our
-47.64164,10.52253,They
53.456917,16.013813,into
45.669353,18.273304,stable
-33.427597,23.702244,You
3.572689,44.631516,already
17.667141,42.65227,talked
-8.11541,19.686764,night
-38.763134,33.882366,may
-25.632542,-31.8221,because
-20.54729,49.790596,doubt
-47.170876,5.2106495,whether
-35.93996,-15.840908,take
-22.867285,26.21336,anywhere
-23.856339,26.962824,else
-47.619545,-8.481324,That
-21.566566,26.759094,got
-26.31673,-51.99713,Hannah
-31.629095,34.593754,Nobody
6.2674103,53.615395,mentioned
-23.586977,55.4353,glad
-24.116686,31.688326,lucky
-22.223362,46.293934,slighted
58.63795,13.500585,upon
-13.580638,52.56927,account
-24.14569,25.311216,make
-32.59051,-47.857307,servant
-24.861563,30.48604,pretty
-28.840443,-39.57821,spoken
30.14856,45.257908,girl
-12.402081,50.550114,opinion
-22.13564,27.915785,Whenever
-32.022144,30.62081,asks
-28.986322,17.839457,me
-34.03307,33.623486,do
-5.2866898,41.697964,manner
17.167355,-45.370903,needlework
-31.925737,41.05576,observe
41.53688,7.9257236,turns
45.697174,14.301097,lock
48.101357,19.588871,door
-19.133577,16.487873,right
-12.8413315,53.88059,comfort
-27.914417,24.622597,somebody
32.35985,26.80563,about
-40.97256,9.963924,goes
-30.64624,50.429626,hearing
-34.24142,36.5697,tell
-21.602474,46.25003,spared
-4.0802193,50.005867,exertions
-27.601355,-21.563625,maintain
21.369787,-25.205841,flow
-6.924701,49.013546,ideas
-16.666622,55.80655,hoped
-32.60446,-17.357841,help
-14.770248,59.24604,tolerably
9.026651,29.850208,attacked
-8.104775,52.12991,regrets
51.031338,8.592161,table
11.143484,43.564827,placed
2.4843965,53.148277,visitor
21.605639,46.02823,immediately
16.187574,47.863983,afterwards
54.831993,22.966766,walked
-4.92039,54.80005,unnecessary
6.8210063,63.266453,Knightley
-15.995991,43.875137,sensible
9.897827,-55.974274,eight
9.833868,-56.168,thirty
-6.4278398,60.279316,intimate
-8.7794895,41.886055,connected
-34.15117,-51.48553,elder
-35.2085,-50.020027,brother
-3.2000422,47.644352,frequent
-45.331367,0.89870363,welcome
16.874296,47.47339,directly
-7.2824907,51.881603,mutual
-3.3102221,46.389275,connexions
14.824699,44.62155,returned
-21.821375,29.90475,late
5.547032,-20.000935,days
5.143224,56.773857,absence
4.480743,44.550022,Brunswick
21.801456,26.843435,Square
-6.5219865,58.35995,circumstance
0.23702593,45.571144,animated
2.436718,53.33869,inquiries
-30.25312,-47.503635,answered
-33.928864,-10.1908455,When
-15.280363,39.46755,gratefully
19.882286,43.641174,observed
-26.981247,25.82271,come
53.406895,15.984368,out
-37.733627,-13.171687,call
-41.115574,18.996914,afraid
-23.981522,31.567732,shocking
-45.20964,3.6276217,Not
-35.500923,26.296959,sir
20.453575,7.7960453,beautiful
34.21607,-5.4801126,moonlight
24.547472,-20.309185,mild
-33.913963,-13.469398,draw
55.560196,15.827304,back
10.740432,-36.801544,fire
23.9806,20.379719,found
16.435297,-24.233725,damp
-17.467962,10.863066,dirty
43.70945,37.69317,catch
16.400166,-24.21746,cold
-36.232815,15.026044,Look
29.03556,2.6914284,shoes
-35.600513,27.486294,Well
-23.155718,30.085958,quite
-12.351907,37.99235,surprising
41.639324,-15.212434,vast
22.825466,-29.282833,rain
-0.5490753,-36.886257,rained
-23.295238,30.845331,dreadfully
-24.476927,3.0269814,hard
19.436142,52.86539,breakfast
-18.99317,56.06391,wanted
-42.4163,-9.825431,By
-31.945278,24.951302,bye
-20.72514,-9.4378,joy
-33.724525,-10.465665,Being
25.902313,30.572098,sort
-9.300877,41.363235,feeling
18.101595,47.51113,hurry
3.1047828,52.246376,congratulations
-30.843403,36.439514,hope
58.653736,6.457532,went
-31.33944,37.461063,behave
-45.23424,-16.994207,Who
36.320206,39.85036,cried
-37.935776,16.120312,Ah
-52.475483,-9.341481,Tis
-20.276482,30.071548,business
-33.92565,31.724142,please
-17.985415,35.78257,possibly
-33.95579,26.863926,`
-38.660313,20.789522,.'
-14.964579,48.332478,regard
-40.989002,9.96449,comes
-0.72326815,60.046085,question
-10.28698,53.074688,dependence
-5.1718054,46.946625,independence
3.5162275,-16.615784,At
-19.511965,47.13845,rate
-20.708008,35.17166,better
-16.165771,35.6742,_one_
5.423336,8.8413315,those
18.312641,19.309515,fanciful
-17.405024,38.197506,troublesome
-11.38089,41.72962,creature
34.901245,14.073165,playfully
47.42231,7.1262164,head
-25.581104,31.899593,certainly
-33.34869,38.083576,believe
37.65115,39.201035,","""
0.7609797,19.934692,sometimes
-43.45993,-12.729361,dearest
-35.118393,33.086216,mean
-33.312546,35.503162,_you_
13.967913,6.0006866,horrible
-10.8378105,41.950584,idea
-38.09903,16.443762,Oh
-25.620485,34.218033,meant
-28.998665,35.952213,myself
-16.501673,26.826836,loves
-23.890001,31.60105,joke
-13.232381,-15.557719,another
-18.135632,27.637735,fact
-14.036926,40.366688,faults
-28.224323,50.601692,told
-15.055452,54.90019,agreeable
-26.352665,51.674553,knew
-20.55602,51.229774,suspect
-33.196857,30.452385,knows
-27.575409,36.858166,flatter
-2.8667269,54.48052,reflection
28.982924,30.433216,has
-10.740356,-2.49069,persons
-10.123551,34.763466,chances
-22.71376,45.53377,willing
-45.99451,-28.469046,let
-19.816324,-46.325043,pass
36.184715,39.290188,"--"""
-36.67649,-23.669867,hear
-21.169353,54.57543,behaved
-24.059433,23.33377,charmingly
-10.926895,-12.955456,Every
-14.218082,34.86991,punctual
24.348492,28.070368,looks
9.417799,-29.4633,tear
46.720013,6.558872,face
-9.397907,24.641436,seen
-11.527948,-44.92983,apart
-36.006474,27.156393,Dear
26.558453,-20.9792,bears
-23.406431,55.429604,sorry
-26.33167,42.537575,lose
-34.49715,26.819054,miss
-32.954163,30.296896,thinks
38.832573,15.787199,turned
-10.741108,-42.760853,divided
-10.609316,-22.234806,tears
-8.189764,-8.237726,smiles
-39.263363,34.331352,should
-6.718932,38.486927,acceptable
-12.279441,37.925613,important
-14.814827,38.390522,secure
-2.6911445,-42.632053,provision
-30.461088,-32.908714,therefore
-29.867702,41.883766,allow
-9.690294,60.368587,pain
4.276001,44.59113,happily
3.113959,45.7689,forgotten
-31.777199,20.194855,matter
16.176973,28.592838,considerable
10.898293,-56.05507,four
-23.387796,52.47791,proved
-31.632587,37.82894,marry
40.069332,19.788834,shook
19.657064,34.747894,fondly
37.26988,39.84995,replied
-24.14621,23.964497,matches
-11.421029,28.347223,foretell
-16.931257,33.329823,whatever
-37.743004,27.074284,Pray
-44.961105,6.1018167,none
-15.542621,46.7221,greatest
-4.781533,55.612705,amusement
-6.139093,55.84899,success
5.791508,32.986443,widower
-14.891901,59.359127,perfectly
3.5287657,41.91924,constantly
4.202714,40.304096,occupied
-9.152529,33.475758,either
-16.717466,38.628487,friends
-26.445982,27.701727,wherever
-34.842842,35.296223,need
13.984706,53.841507,spend
-15.114438,4.558492,single
-13.012863,-67.43725,year
-41.302322,0.66153353,alone
-8.979853,-4.218279,Some
-9.842506,29.624552,others
-27.42222,-58.536724,son
7.971191,59.255085,uncle
40.832165,22.5988,letting
15.54147,-16.250547,solemn
-30.798525,33.053173,nonsense
-4.636562,58.334614,subject
-23.810575,49.23851,believed
10.058608,-16.19799,Ever
-13.410739,29.807587,since
12.157522,48.848038,met
27.259264,-13.832779,Broadway
37.427402,8.2855625,Lane
37.33787,41.12487,began
51.891705,-2.0651639,darted
-3.7213426,49.463287,gallantry
-8.702587,8.317173,borrowed
42.83351,34.626213,Farmer
-16.814856,21.312368,planned
-28.217424,-26.069246,blessed
-13.495723,29.90621,instance
-28.27354,42.35783,leave
-9.586213,19.665989,making
-33.347603,38.087036,understand
-26.542946,13.88608,",'"""
2.1351354,7.7047796,supposes
-12.232788,55.41678,endeavour
-46.79905,2.3233993,Your
-17.438974,53.16182,properly
-8.434089,27.69828,delicately
-13.039289,55.77637,endeavouring
-35.71543,-16.8745,bring
-24.727365,-26.295406,worthy
-6.0219398,54.799942,employment
0.041299637,-25.180656,young
30.174711,45.017025,lady
-32.50217,37.958496,imagine
9.05761,41.148533,planning
-30.084917,-48.022667,saying
-33.88183,35.32249,yourself
-22.483448,36.12094,idle
39.61075,37.10012,",'"
-32.619904,20.462807,why
-32.875927,33.02005,talk
-45.780678,-25.97621,Where
-12.222822,47.359497,merit
-14.482747,-24.300592,proud
-35.187447,32.661568,guess
-29.206062,31.761576,_that_
-38.027603,33.09992,can
-20.672659,43.00352,known
-5.9302793,40.35664,triumph
-22.931261,24.154652,cleverer
-25.127298,36.023537,depend
3.5079608,22.048038,merely
-29.14341,25.221739,luck
-12.047613,14.501314,There
14.950244,-40.79963,talent
-27.635227,-35.752235,word
-30.439823,33.485657,quarrel
-13.279105,52.40471,claim
39.99569,4.4485226,drawn
5.3893676,18.429867,pictures
25.874357,34.161854,something
-22.376938,36.908833,nothing
-47.12569,4.922511,If
6.3438125,56.647953,visits
-15.243758,-36.07226,given
22.642735,16.85259,smoothed
-10.438893,34.921646,matters
-23.672636,30.006422,enough
-19.31496,51.138916,comprehend
47.93135,17.591454,open
-18.610909,43.372303,hearted
-17.421717,43.40851,unaffected
-27.30624,27.095104,safely
-32.86358,34.782047,manage
-16.798328,49.18116,likely
-34.862835,35.251465,harm
-17.489899,50.7076,interference
29.394844,40.229256,rejoined
-26.032698,-18.318743,understanding
-39.27528,-27.725788,pray
-15.942107,43.14434,silly
-10.060914,-30.533613,break
12.120243,40.825832,circle
-8.73748,-25.687052,grievously
-35.891647,-29.182463,Only
6.865331,63.209293,Elton
41.570595,31.1897,",--"
-14.314929,15.017849,look
-4.267311,20.344032,whole
11.47901,33.53443,fitted
12.143797,49.96747,comfortably
-25.208641,-20.673542,shame
-19.93963,31.231361,longer
41.4808,-5.7858496,joining
13.767279,-25.85483,hands
22.105412,25.145836,same
-13.425731,-12.4906645,service
-32.003345,-21.780462,shew
-5.3933697,56.22608,attention
-33.925556,36.609467,ask
-34.19012,34.73945,dare
-4.3397098,-14.688016,With
37.13344,38.11721,laughing
45.742355,23.702902,fish
-19.03197,14.74403,chicken
-29.081347,42.128952,chuse
-25.15272,35.975563,Depend
10.641878,-55.997356,six
-18.904121,31.932049,care
-50.860188,23.76949,II
18.708359,-5.527877,native
-24.544603,-48.34294,born
-14.803633,44.0489,respectable
0.9366067,-45.88962,generations
40.78197,-22.03126,rising
-11.047941,44.129787,gentility
-6.155758,43.354225,property
-0.27019477,41.88196,received
-9.860384,51.218582,education
-0.53515047,40.678787,succeeding
25.56361,6.5853987,small
-24.209318,-15.68228,become
3.8575325,46.177265,indisposed
-2.943152,1.2467188,homely
3.422246,38.76603,pursuits
-16.656475,38.672592,brothers
11.256189,49.938446,engaged
-23.107525,40.449852,satisfied
-8.091519,45.323784,active
-5.363842,44.63048,social
-5.8482547,-53.91438,entering
14.090374,26.902805,militia
18.181362,21.936886,county
-0.24528484,0.9643887,embodied
6.447285,59.717514,Captain
-8.681911,43.270348,general
6.054583,57.088978,favourite
17.37397,17.103525,military
8.159072,56.86808,introduced
6.4528995,63.023945,Churchill
-14.683596,41.474796,Yorkshire
-2.0105565,-47.79513,fell
-26.922882,-16.528673,love
-20.37646,52.786507,surprized
-13.754504,24.767076,except
14.398735,-40.13532,full
-22.682217,-9.62964,pride
-9.113673,48.39607,importance
-9.664456,47.491455,connexion
-46.19835,7.534396,offend
-31.864061,-21.015133,command
32.525837,14.779849,bore
-9.178961,46.267246,proportion
-4.7242947,46.3101,estate
-14.242253,-46.064835,took
-11.929215,-9.62823,infinite
0.71243316,53.831783,mortification
54.46534,5.3062057,threw
-6.774568,37.815502,due
-7.1672873,33.39073,decorum
-7.248611,33.218437,unsuitable
-15.104978,50.429802,produce
-30.478065,37.917706,ought
-23.938238,-47.83565,whose
17.842886,36.921177,warm
8.751048,-40.148853,sweet
-37.26944,-13.700929,return
-31.356836,-25.250269,goodness
-17.93505,-21.141468,spirit
-8.533394,57.391827,resolution
-33.286198,-17.892717,pursue
-11.312474,20.945286,refrain
-17.300545,47.599663,unreasonable
-19.239815,-33.50687,anger
14.683156,27.731678,missing
-13.639645,47.151306,former
-5.0472207,46.69805,income
28.910095,14.287074,still
-9.296407,47.864338,comparison
11.540957,53.810917,Enscombe
-33.265945,-14.737958,cease
23.746725,26.672169,once
-13.946967,42.507862,considered
3.3190875,21.795645,especially
-15.777077,53.13548,Churchills
0.19067001,30.633018,amazing
-39.002026,6.4896727,worst
-15.996058,31.667912,bargain
-8.477414,8.2125635,poorer
-35.201576,-47.957348,child
-2.9591382,-13.953124,From
-5.575091,46.134014,expense
11.537751,38.798225,relieved
41.36212,31.555431,boy
-0.95318997,39.21784,additional
-10.177021,17.391232,softening
26.187256,-4.5726733,lingering
-8.454286,54.243767,illness
-6.502797,38.48017,reconciliation
-25.36699,-50.96562,kindred
4.2734723,-46.03026,offered
-13.078028,-12.890404,charge
6.3857827,63.054047,Frank
6.5450187,42.76547,decease
0.6005624,53.9193,scruples
-6.866571,51.84133,reluctance
